2.191637528781298556e+02,1.916375287812984141e+01,0.000000000000000000e+00
1.969648807902972578e+02,3.471074380165289597e+01,0.000000000000000000e+00
2.125118717138203124e+02,5.690961588948549377e+01,0.000000000000000000e+00
1.879516426473601314e+02,6.836797515035115680e+01,0.000000000000000000e+00
1.994100019082257802e+02,9.292820421681136622e+01,0.000000000000000000e+00
1.732338480934811002e+02,9.995015695197633931e+01,0.000000000000000000e+00
1.802558008286460733e+02,1.261263107667210193e+02,0.000000000000000000e+00
1.532581997384095871e+02,1.284987323398240449e+02,0.000000000000000000e+00
1.556306213115126127e+02,1.554963334300605311e+02,0.000000000000000000e+00
1.286309823226330593e+02,1.531472180182012437e+02,0.000000000000000000e+00
1.262818669107738003e+02,1.801468570070807971e+02,0.000000000000000000e+00
1.000996612527529948e+02,1.731475030633826577e+02,0.000000000000000000e+00
9.310030730905486962e+01,1.993297087214034491e+02,0.000000000000000000e+00
6.853019613534323184e+01,1.878925549819666969e+02,0.000000000000000000e+00
5.709304239590646546e+01,2.124626661556783631e+02,0.000000000000000000e+00
3.488075787058265576e+01,1.969348438706918785e+02,0.000000000000000000e+00
1.935293558559618532e+01,2.191471283960156313e+02,0.000000000000000000e+00
1.726470232022450091e-01,1.999999254824996058e+02,0.000000000000000000e+00
-1.897455589031376277e+01,2.191802140448935745e+02,0.000000000000000000e+00
-3.454070386714434449e+01,1.969947709365968080e+02,0.000000000000000000e+00
-5.672614697544108253e+01,2.125609189134273720e+02,0.000000000000000000e+00
-6.820570321925271173e+01,1.880105902558875073e+02,0.000000000000000000e+00
-9.275603187679260486e+01,1.994901464996991649e+02,0.000000000000000000e+00
-9.980057817084073690e+01,1.733200640340462826e+02,0.000000000000000000e+00
-1.259706606364936334e+02,1.803646103280944715e+02,0.000000000000000000e+00
-1.283663866029712040e+02,1.533690672544386473e+02,0.000000000000000000e+00
-1.553619296766269997e+02,1.557647932209162889e+02,0.000000000000000000e+00
-1.530361221765136293e+02,1.287631364528497215e+02,0.000000000000000000e+00
-1.800377789445802250e+02,1.264373289527364079e+02,0.000000000000000000e+00
-1.730610290080925324e+02,1.002490909617645798e+02,0.000000000000000000e+00
-1.992492669990643890e+02,9.327234102527695825e+01,0.000000000000000000e+00
-1.878333273037376614e+02,6.869236605334656076e+01,0.000000000000000000e+00
-2.124133022756680589e+02,5.727642635801989002e+01,0.000000000000000000e+00
-1.969046602001632209e+02,3.505074594724410986e+01,0.000000000000000000e+00
-2.191303406109390437e+02,1.954210387173929675e+01,0.000000000000000000e+00
-1.999997019300537886e+02,3.452939177527234449e-01,0.000000000000000000e+00
-2.191965118840404045e+02,-1.878534476313250323e+01,0.000000000000000000e+00
-1.970245142873170892e+02,-3.437063819376629681e+01,0.000000000000000000e+00
-2.126098077179509005e+02,-5.654263579048955535e+01,0.000000000000000000e+00
-1.880693977636225043e+02,-6.804338046296886944e+01,0.000000000000000000e+00
